"Title","Views","Likes"
"la fecha definitiva del nintendo direct con zelda metroid y mario nuevo star fox ps showcase",12274,814
"pokemon presents official full presentation august 3 2022",208877,4936
" one balls make nintendo video will",87422,4972
"mario strikers battle league 1st free update nintendo switch",707813,28895
"nintendo switch oled unboxing accessories 🐶🍃🌸",681002,22443
"nintendo switch accessories need",254500,24496
" nintendo switch biggest secret finally revealed",85298,3675
"nintendo switch hunting new york city",297966,15392
"steam deck quotendquot nintendo switch",805728,24059
"xbox reveals big updates xbox series x exclusives amp xbox game pass pc xbox news",16396,926
"xbox says console exclusives fading away",16451,1079
"xbox amp bethesda games showcase 2022",4098562,115164
"xbox just said quotconsole exclusives doomedquot will playstation agree",19967,1209
"best gamescom 2022 game reveals huge xbox game pass game steals show news dose",18992,858
" xbox series s buy one",1148562,24017
"evolution xbox animation",4526546,64432
" can fix xbox series x i39ll give away",114921,6900
"playstation 5 vs xbox series x better",2497202,52160
"lies p gameplay reveal",135067,7292
" gamestop xbox scam",1760155,39845
"microsoft39s huge plans xbox can39t stop ",58559,1708
"xbox just revealed big official updates xbox series x exclusives xbox gamepass free games",84465,3205
" new xbox game pass need know today",75483,1793
" evolution xbox startup screens 20012019",8830062,124490
"new game pass additions updates events week xbox",103500,2976
" spent 20 days customizing new xbox",2657361,117231
" ultimate xbox mystery tech",1034342,35423
" customers blame unrelated issues xbox one x prior repair gone wrong signal",37870,2468
"tem jogão muitos jogos revelados para o xbox game pass e gameplay de jogo aguardado",10503,1562
"weird loophole brings ps5 exclusives xbox series works",24863,855
"jogos confirmados game pass em setembro e grandes lançamentos xbox",12041,1409
"mom throws son39s xbox instantly regrets decision made dhar mann",22439610,438812
" xbox nintendo playstation startups unused brand id",17069314,199933
"leaked gameplay new xbox games dead island 2 redfall amp gamescom 2022 event xbox news cast 66",14264,1025
" regret buying xbox series x",179180,2295
"xbox series x unbox amp setup",1651459,25029
"reloading controller xbox vs playstation",33246,1781
"things getting heated xbox amp playstation",42216,2363
"xbox mod among us",8324871,466063
"25 amazing xbox series x s secrets 😱🔥😲 xbox xboxseriesx xboxseries",447522,7455
"xbox gamepass continue deliver great content playstation fanboys continue hate ",4368,449
" xbox startup animations 20012020",543947,6875
"sonic frontiers story trailer",28892,1872
"new releases updates games coming soon week xbox",41735,1537
"friend’s mom steals new xbox series x kid craziest story ever lankybox reaction",1557335,21393
"forza horizon 2 finalmente pc ficou incrível😱 emulador de xbox 360",19147,1785
"playstation vs xbox console better fortnite",607849,15593
"xbox series upgrades 2022 time swap",52695,1466
"new xbox series x performance update sony can’t match ",129231,2498
"sony playstation paying games go xbox game pass",30352,1822
"microsoft xbox upgrades just got right",82902,1969
"xbox just got big news massive game pass change new partnership announced amp ",50941,2364
"saints row performance review ps5 vs xbox series xs vs pc vs xbox one x",92899,1639
"13 new xbox game pass games revealed august amp september",79741,1050
"series x vs xbox one what39s difference",2541347,82083
" xbox series s gets upgrade",77502,4134
"ps5 xbox predictions gamescom nextgen console watch",57446,1490
"previously marvel studios’ shehulk attorney law disney",150039,9401
"official clip marvel studios’ shehulk attorney law disney",331603,17307
"huge marvel studios d23 reveals new phase 6 films casting rumors d23 preview",106966,4147
"marvel studios’ black panther wakanda forever official teaser",36868871,1435534
" marvel phase four sucks",190106,20319
"official trailer shehulk attorney law disney",23222262,599842
"marvel studios39 thor love thunder ธอร์ ด้วยรักและอัสนี ตัวอย่าง official",834400,8870
" groot official trailer disney",18609928,697363
"ms marvel tráiler oficial doblado disney",1461872,48823
"marvel studios39 black panther wakanda forever official hindi teaser",14118968,162408
"marvel’s midnight suns “darkness falls” trailer",12550897,283831
"mulherhulk defensora de heróis trailer 2 oficial dublado disney",1667301,79336
"marvel studios39 multiverse saga revealed hall h",1284173,61689
"marvel studios39 thor love thunder official trailer",936041,8574
"i39m hulk marvel studios39 shehulk attorney law disney",3020492,98519
"pantera negra wakanda para sempre marvel studios teaser trailer legendado open caption",286969,15312
"nailing clip marvel studios’ shehulk attorney law disney",3487219,101465
" hulk defensores de héroes tráiler oficial doblado disney",1486176,44866
"marvel studios’ ms marvel official trailer disney",23717752,833480
"thor amor e trovão marvel studios trailer oficial dublado",4181136,183765
"spiderman 1 trailer marvel comics",125674,7387
"pantera negra wakanda para sempre marvel studios teaser trailer oficial dublado",2064594,137796
"marvel studios39 thor love thunder official teaser",44424347,1790536
" holding captain marvel marvel39s avengers game",2813,142
"marvel studios celebrates movies",14694097,626889
"mulherhulk defensora de heróis marvel studios trailer oficial dublado disney",1815856,88764
"marvel movie kisses ranked worst best",1667322,18225
"thor amor y trueno de marvel studios teaser oficial doblado",3653854,148031
"call lawyer marvel studios39 shehulk attorney law disney",1208037,45763
"mutant genesis marvel champions card game gameplay",4806,157
" rock quiere dc vs marvel con quién se acostó capitán américa vuelve punisher ezra pide perdón",43046,3867
"car crash marvel studios39 shehulk attorney law disney",1685445,55962
"thor love thunder de marvel studios teaser oficial en español hd",1048056,11620
"marvel studios39 xmen 3997 season 2 spiderman freshman year ",377483,15641
"agatha coven chaos teaser trailer marvel studios amp disney",21129,641
"avengers disney infinity 20 marvel super heroes superhero game videos pc",9904507,19007
"top 10 marvel moments left us speechless",618566,14868
"lego marvel 2023 sets",35516,1734
"planning halloween theme last year marvel year ",196801,8033
"full marvel studios panel hall h san diego comiccon 2022 audience reaction sdcc 2022",553892,-1
"8 actors got call marvel",11563268,171757
"marvel39s spiderman pc amazing spiderman 2 movie suit free roam gameplay mod",19923,1075
" andrew tate catches watching marvel🤣 shorts",269849,33342
"bionic avengers bad defense masters cosmic crucible round 1 marvel strike force msf",9050,346
"marvel comiccon 2022 full announcement audience reaction",3666465,135411
"top 10 marvel karakter akiket valódi emberekről mintáztak",12513,393
"marvel bloopers see",3442343,59583
"shehulk breakdown every easter egg marvel reference episode 1",504475,18551
"lifetime movies 2022 lmn movies new lifetime 2022 based true story",285609,1810
"prepper 2016 full postapocalyptic thriller movie hd",41517,779
"friday next 2002 full movie hd",2322280,17411
" hunt best action movie 2022 special usa full movie english full hd 1080p",1010999,4192
"please leave whatever watch amazing movie nigerian movies",1266475,4758
"conspiracy theory action movie full movie english action movies",594480,8436
"10 movies watch they39re still free youtube flick connection",2885013,12970
"black adam action movie 2022 full movie english action movies 2022",73864,2672
"spicy chicken piccata home movies alison roman",1293718,14665
"new hood movie🔥🔥 2022 lilmama",30215,355
"lake terror full hd horror movie english",12666,228
"backwoods full movie 2008 horror slasher haylie duff",4043624,19135
"best upcoming movies 2022 amp 2023 trailers",7510904,18106
"dark secret 🎥🎥 best action movies 2022 🎥🎥 latest hollywood action movies",1945769,8680
"robert duvall tommy lee jones danny glover best western movies adventure western lonesome dove",131716,600
"survivor 🦀🦂 best action movies 2022 🦀🦂 latest hollywood action movies",28219,105
"gary cooper anthony perkins full war western movie full length friendly persuasion english",8186585,354984
"sml movie jeffy39s 18th birthday",239924,830
"treasure 🦀🦂 best action movies 2022 🦀🦂 latest hollywood action movies",592173,3600
"lifetime movies 2022 lmn movies new lifetime movies based true story 1",2278082,9641
"mysterious killer 🎥🎥 best action movies 2022 🎥🎥 latest hollywood action movies",1766202,7247
" killer lady best action scene 1010",117695,741
"sterling hayden sebastian cabot full western movie wild west terror texas town english",2188598,22450
"best auditions songs movies amazing auditions",5351960,20138
" magnificent seven full movie english hollywood movies hollywood classic movies",2389222,-1
"top secret mission ⭐🌟 best action movies 2022 ⭐🌟 latest hollywood action movies",24012,643
"vikram vedha teaser hrithik roshan saif ali khan pushkar amp gayatri radhika aptebhushan kumar",132403,3963
"12 surprisingly good movies included prime video",405850,29732
" sin ⭐🌟 best action movies 2022 ⭐🌟 latest hollywood action movies",3989464,20442
" best new sciencefiction movies 2022 trailers",45122,409
"new lifetime movies 2022 african american lmn movies 2022 based true story 104",5903244,26505
" best new action movies 2022 trailers",701005,5544
"kirk douglas james coburn best western movies full length draw full movie english",128548,791
"lifetime movies 2022 lmn movies new lifetime movies based true story 6",65067408,179555
"banjaran hindi full movie rishi kapoor sridevi kulbhushan kharbanda 9039s hit movie",15397832,54154
"rajini murugan tamil full movie sivakarthikeyan keerthy suresh dimman uie movies",2758,17
"new lifetime movies 2022 lmn movies based true story 2022",52046148,280080
"rishtey 2002 hd hindi full movie anil kapoor karisma kapoor shilpa shetty",3505369,56258
"kabali কাবালি new bangla dubbed tamil movie 2022 rajinikanth radhika apte pa ranjith",6301646,31601
" best upcoming action movies 2022 trailers",3733933,85408
"force 2016 full movie john abraham vidyut jamwal genelia d39souza commando 2 full movie force",173717,7791
"military tank expert rates 8 tank battles movies tv real insider",6897438,23915
" gen z know 90s movies know react",2885056,42757
"mistake forgive exclusive english action movies",18302,700
"data science 5 minutes data science beginners data science simplilearn",2586478,55282
" data science",2197690,51915
"data science full course learn data science 10 hours data science beginners edureka",3069097,118846
"learn data science tutorial full course beginners",313285,6579
" really data science told data scientist",573706,16394
"intro data science crash course beginners",122824,6386
" data scientist",87484,2216
" learn data science 2022",89486,2923
" harsh reality data scientist",66888,2970
" data science explained 5 minutes",609802,19444
"data science career becoming data scientist actually worth ",266203,12111
"data scientist vs data analyst right ",261889,4238
" learn data science 2022 start ",11642,630
"🔥data science full course 2022 data science data science beginners simplilearn",78038,2353
"data scientist overview",195145,7514
" data science dying 2022",2214491,56267
"real talk data scientist jobs salary entry level data science",76828,2673
"python data science course beginners learn python pandas numpy matplotlib",113661,2604
" professional data scientists actually ",54541,2020
"demystifying data science mrasitang mishra tedxoaklawn",271415,7742
" get data science job",1332052,30536
"data scientist reveals best way become rich",138290,4267
"statistics data science probability statistics statistics tutorial phd stanford",35373,1760
"skills needed become data scientist",309718,5407
" math actually need know data science",559680,26837
"data science full course learn data science 3 hours data science beginners edureka",317372,12875
"fastest way become data analyst actually get job",17259,712
"data science roadmap skills learn first",324079,14986
"data scientist career story became data scientist amp revealing salaries",32054,1738
" choose software engineering data science 5 key considerations",1456270,36835
"👩🏻‍💻 learn data science faster",99774,3252
"python machine learning tutorial data science",295344,7555
" data science dying",10129,582
" day life data analyst chicago",85503,3765
"data science interview guide every type interview question explained",578389,19969
"data scientist vs data analyst vs data engineer what39s difference",718461,29589
"3 types data science interview questions",800364,43704
" learn data analyst",435863,20106
" data science complete roadmap simply explained",1058423,44518
" learn data science 2022 minimize effort maximize outcome way",911,71
" data science helps small businesses",151345,3759
"work week life data scientist spotify",2287752,55097
"statistics data science full course probability statistics engineers great learning",95826,2313
"ai vs ml vs dl vs data science",31289,2180
" study data science business analytics ",72414,2350
"data science كل ما تود معرفته عن مجال علم البيانات",304816,8896
" get data science job abroad",101255,4869
"live day 1 introduction statistics data science",961789,39458
" learn data science 2022 start ",855620,33471
"1 year learning game development 6 minutes",720075,30398
"game development hard",677081,33529
" learned make games one year indie gamedev",318051,11496
"game development noobs beginner guide",181931,6314
"3 months learning game development",202934,8491
"1 year learning game development unity",137791,6770
" became game developer zero coding amp design experience tips",691573,52388
"2 years learning game development fps indie game",405989,30071
" mistake every new game developer makes developing 2",283172,16028
" stuff one tells game development developing 7",1352,82
"making first indie game 5 tips 2021 amp 2022",353784,18486
"5 years learning game development",1705786,52347
"2 years game development chef rpg",36138,2611
"learn unity beginner39s game development tutorial",1379849,42113
"7 years indie game development making sapiens",265906,11283
"6 years learning game development",2661,328
" 1 year game dev journey school sea thieves",1291584,45878
"2 years learning game development decay",808215,24954
"basic principles game design",323071,12759
" paid 4 game developers fiverr make game",6478696,193795
" wish known started unity game development",107917,4597
"remaking first game devlog 1",1419701,54822
"best game 24 hours wins 001 game development challenge",6573,374
" started making games experience",15426,1218
"300 days game development 3 minutes",2853947,169994
" dark side game development",176919,11283
" making indie games changed life",2475429,79849
"25 game dev tips beginners tips amp tricks",165986,7774
" paid game developers fiverr make game",67619,5009
" tried learning game development one week",470123,17967
"5 steps start making games 2021",1732100,46566
"2 years learning game development unity devlog progress",320959,9330
"5 years making games unity",1510897,57691
" day life game developer full time job",47696,1796
"attempting learn 3d game development one week",58850,3792
"solo development myths reality survival strategies",527380,19112
" day life indie game developer",492976,17272
" tried making multiplayer fps game 1 week",18154,889
" game companies stopped making games money works",133708,7665
"6 years game development",23909,1244
" dani underrated game developer ever",76643,3831
" tried every game developer39s worst nightmare dream game devlog",128164,6545
"first steps becoming game developer become game developer",5663,630
" made game engine",1085330,34468
"game development hard indie game devlog",512978,25476
"2 years unity game development 10 minutes len39s island",30465,1409
" best free software game development opinion",170837,5556
"3 years unity game development",578167,27768
" much money mobile game make 4 weeks",3346948,41946
" turned manhunt multiplayer game",1407324,42940
"machine learning basics machine learning introduction machine learning simplilearn",2317183,43189
"machine learning full course learn machine learning 10 hours machine learning tutorial edureka",1456270,36835
" machine learning",2278698,38776
" 7 steps machine learning",856628,30764
"machine learning vs deep learning",1339489,18982
"machine learning course beginners",11814893,300789
"11 introduction machine learning",181827,13141
" neural network chapter 1 deep learning",762553,17219
"machine learning explained 100 seconds",605453,16152
"machine learning amp artificial intelligence crash course computer science 34",872008,44217
" machine learning models explained 5 minutes types ml models basics",27243,559
"🖥️ get started machine learning",508969,22643
" get started machine learning amp ai",578179,8812
"intro machine learning ml zero hero part 1",1651599,34464
" learn machine learning",367200,12687
"machine learning zero hero google io3919",854273,29818
" mathematics machine learning",1432027,27736
"2020 machine learning roadmap 95 valid 2022",10817160,176978
"deep learning basics introduction overview",292643,4831
"mario machine learning video games",1167616,29980
"machine learning algorithms machine learning tutorial data science algorithms simplilearn",127492,3518
"machine learning python machine learning tutorial beginners machine learning tutorial",1378069,26619
"complete machine learning 6 hours krish naik",132583,5658
"machine learning living age ai wired film",402110,9862
" learnt machine learning 6 steps 3 months",7497071,463331
"deep learning crash course beginners",1414209,18847
" machines learn",515395,10441
"stanford cs229 machine learning course lecture 1 andrew ng autumn 2018",847233,25161
"1 artificial intelligence machine learning",25386,1151
"machine learning fundamentals bias variance",5028230,109335
"ultimate machine learning roadmap 2022 huge announcement",56956,1520
"gradient descent neural networks learn chapter 2 deep learning",238411,4306
"machine learning python full course 2022 machine learning tutorial beginners simplilearn",41925,413
"machine learning interview questions answers machine learning interview preparation edureka",145691,5190
"reinforcement learning machine learning meets control theory",257103,3505
"deep learning 5 minutes deep learning deep learning explained simply simplilearn",82298,2712
"machine learning tutorial python 10 support vector machine svm",192964,2464
" machine learning engineer amazon ",351087,7289
"machine learning tutorial machine learning basics machine learning algorithms simplilearn",130286,4759
"live day 1 introduction machine learning algorithms data science",37959,1861
"complete roadmap machine learning ml roadmap beginners",319957,9615
" learn machine learning",386360,10259
"todos podemos aprender machine learning",431421,2981
"andrew ng deep learning education realworld ai lex fridman podcast 73",226152,5198
"don39t learn machine learning",580096,14665
